# Prime knot PD codes for K3..K11.
# K3..K10: prime-link-knot-10 0.0.5 (MIT).
# K11: Spherogram 2.4.1 Hoste-Thistlethwaite table, shifted to 1-based labels.
K10a24|[[2,14,3,13],[4,10,5,9],[6,17,7,18],[8,6,9,5],[10,4,11,3],[12,20,13,19],[14,2,15,1],[16,7,17,8],[18,12,19,11],[20,16,1,15]]
K10a25|[[1,11,2,10],[3,15,4,14],[5,13,6,12],[7,18,8,19],[9,1,10,20],[11,5,12,4],[13,7,14,6],[15,3,16,2],[17,8,18,9],[19,17,20,16]]
K10a26|[[1,12,2,13],[3,14,4,15],[5,17,6,16],[7,19,8,18],[9,1,10,20],[11,4,12,5],[13,2,14,3],[15,11,16,10],[17,9,18,8],[19,7,20,6]]
K10a27|[[1,11,2,10],[3,18,4,19],[5,16,6,17],[7,14,8,15],[9,13,10,12],[11,3,12,2],[13,20,14,1],[15,4,16,5],[17,6,18,7],[19,8,20,9]]
K10a28|[[1,9,2,8],[3,16,4,17],[5,14,6,15],[7,11,8,10],[9,3,10,2],[11,20,12,1],[13,18,14,19],[15,4,16,5],[17,6,18,7],[19,12,20,13]]
K10a29|[[2,15,3,16],[4,2,5,1],[6,11,7,12],[8,18,9,17],[10,20,11,19],[12,5,13,6],[14,3,15,4],[16,14,17,13],[18,10,19,9],[20,8,1,7]]
K10a30|[[1,14,2,15],[3,17,4,16],[5,11,6,10],[7,19,8,18],[9,1,10,20],[11,5,12,4],[13,2,14,3],[15,13,16,12],[17,9,18,8],[19,7,20,6]]
K10a31|[[2,6,3,5],[4,16,5,15],[6,2,7,1],[8,17,9,18],[10,19,11,20],[12,7,13,8],[14,4,15,3],[16,14,17,13],[18,11,19,12],[20,9,1,10]]
K10a32|[[2,14,3,13],[4,10,5,9],[6,15,7,16],[8,17,9,18],[10,20,11,19],[12,2,13,1],[14,12,15,11],[16,7,17,8],[18,5,19,6],[20,4,1,3]]
K10a33|[[6,2,7,1],[14,6,15,5],[20,15,1,16],[16,7,17,8],[8,19,9,20],[18,9,19,10],[10,17,11,18],[2,14,3,13],[12,4,13,3],[4,12,5,11]]
